Cno ,  Csize , CEdge , CDensity , Cluster Info
C360,4,3,1,"[ALG9, STS, ENPP6, TBC1D22B]"
C361,4,3,1,"[BMP2K, GBA, FN1, B4GALT7]"
C362,4,3,1,"[GART, SEPHS1, FN1, PUM1]"
C363,4,4,0.75,"[MPPE1, PIGB, UGT8, FUT1]"
C364,4,3,1,"[TCTN2, PIGB, PIGQ, POMK]"
C365,4,3,1,"[POU2F1, TXNRD1, FGB, PAPSS2]"
C366,4,3,1,"[TXNDC17, TXNRD1, DYNLL1, TUBB]"
C367,4,3,1,"[RIPK1, GPX7, CAD, UTP6]"
C368,4,3,1,"[SGTA, GPX7, EFEMP2, ZC3HC1]"
C369,4,3,1,"[GID8, GM2A, PIGT, HEXA]"
C370,4,3,1,"[ACTA2, GM2A, DHCR24, GMCL1]"
C371,4,3,1,"[PDE4DIP, GM2A, DYNLL1, CFAP298]"
C372,4,3,1,"[SINHCAF, GM2A, SELENBP1, VNN2]"
C373,4,3,1,"[SF3A1, GM2A, FGB, POC5]"
C374,4,3,1,"[GTF2H2C, GALC, PTS, TRMT11]"
C375,4,3,1,"[TRIP13, SELENBP1, PLSCR4, RASGRP4]"
C376,4,3,1,"[USP15, SELENBP1, FN1, ARL11]"
C377,4,3,1,"[USP33, SELENBP1, DIO2, CPLX3]"
C378,4,3,1,"[TFG, SELENBP1, CFTR, CAMKMT]"
C379,4,3,1,"[HEATR1, SELENBP1, CA14, MED31]"
C380,4,3,1,"[AGTR1, UGT8, GPAA1, H1F0]"
C381,4,3,1,"[SEC22B, UGT8, FN1, B4GAT1]"
C382,4,3,1,"[PLTP, UGT8, APOA1, UPK1A]"
C383,4,3,1,"[IK, CERK, LOXL2, UTP4]"
C384,4,3,1,"[TPCN2, CERK, OCRL, GEMIN2]"
C385,4,3,1,"[FANCD2, CA14, PIGS, MON2]"
C386,4,3,1,"[PI4KA, CA14, FN1, NUP160]"
C387,4,3,1,"[PEX19, CA14, SOAT1, EXOC8]"
C388,4,3,1,"[TEDC1, ENPP6, DDIT3, GLB1L2]"
C389,4,3,1,"[DIAPH3, ENPP6, BCHE, PTPN1]"
C390,4,3,1,"[CNR2, DHCR24, CNR1, CCR4]"
C391,4,3,1,"[PSEN1, DHCR24, SOAT1, ESR1]"
C392,4,3,1,"[PDIA3, LOXL2, CFTR, RBBP7]"
C393,4,3,1,"[HDAC1, DDIT3, CAD, RPS3]"
C394,4,3,1,"[MIA2, CD1E, BCHE, FCGRT]"
C395,4,3,1,"[ENTPD7, CD1E, COL4A3BP, TMEM59L]"
C396,4,3,1,"[TMEM237, LTF, FGB, GSK3A]"
C397,4,3,1,"[CD14, LTF, LBP, PRAP1]"
C398,4,3,1,"[CDH1, CA9, CFTR, MMP14]"
C399,4,3,1,"[IGHG2, PLSCR4, CA8, DPH1]"
C400,4,3,1,"[RPN2, SOAT1, SMPD2, TMEM63B]"
C401,4,3,1,"[FAM189A2, SOAT1, PIGA, PCDHB15]"
C402,4,3,1,"[SERPINA1, ELANE, CA8, SLPI]"
C403,4,3,1,"[PCDHAC2, SMPD2, PIGQ, TEX28]"
C404,4,3,1,"[CSNK2A2, SGPL1, ACACA, MORF4L1]"
C405,4,3,1,"[EGFR, SGPL1, FN1, PDCD11]"
C406,4,3,1,"[CDH5, SGPL1, FGA, PTK6]"
C407,4,3,1,"[BTN2A1, SGPL1, CD1B, ANKRD12]"
C408,4,3,1,"[MAP3K7, TH, CAD, MAPK1]"
C409,4,3,1,"[PSG1, NPC2, ACACA, NEGR1]"
C410,4,3,1,"[TTR, NPC2, APOA1, IRGQ]"
C411,4,4,0.75,"[NUFIP2, EFEMP2, FBLN5, APEX2]"
C412,4,3,1,"[TSPAN3, UGCG, TACR1, TMEM231]"
C413,4,3,1,"[APCS, COL4A3BP, FN1, PPP2R5C]"
C414,4,3,1,"[IFIT1, PC, ACACA, XRCC3]"
C415,4,3,1,"[ECI2, MCCC1, CFTR, CHCHD10]"
C416,4,3,1,"[ACSM5, MCCC1, PCCA, SOS2]"
C417,4,3,1,"[NECTIN4, PIGU, GLB1, SPPL2B]"
C418,4,3,1,"[FLOT1, ABCA1, FN1, ABCA12]"
C419,4,3,1,"[SNTA1, ABCA1, NOS1, COPS2]"
C420,4,4,0.75,"[PIGP, DPM2, PYCARD, PIGA]"
C421,4,3,1,"[DNAJA2, PIGS, CFTR, ATP5MD]"
C422,4,3,1,"[LNPK, TACR1, CD1B, ATP8]"
C423,4,3,1,"[ZHX1, PIGC, DYNLL1, RPS2]"
C424,4,3,1,"[PSMC3, TXNRD2, CFTR, NCOA6]"
C425,4,3,1,"[PTPRK, LOX, BCHE, IQCB1]"
C426,4,3,1,"[GOT1, TF, PC, IGF2]"
C427,4,3,1,"[FAM120A, BCHE, CFTR, SMR3B]"
C428,4,3,1,"[PYGB, FGB, PYGL, KIAA1143]"
C429,4,3,1,"[HIST1H2BJ, HBB, FN1, MKI67]"
C430,4,3,1,"[OXSR1, FGB, ACACA, TCEA1]"
C431,4,3,1,"[PAK2, FGB, OCRL, GLS]"
C432,4,3,1,"[HSD17B14, DDIT3, CA8, TNFSF12]"
C433,4,3,1,"[SNX21, OCRL, SLC4A7, ELANE]"
C434,4,3,1,"[TEX29, SLC4A7, PTS, LAMP1]"
C435,4,3,1,"[NOSIP, NOS3, NOS1, GCDH]"
C436,4,3,1,"[TMEM43, APOA1, CFTR, SAFB2]"
C437,4,3,1,"[IGKC, APOA1, CA8, CD40LG]"
C438,4,3,1,"[BRD4, CAD, PYGL, TRADD]"
C439,4,3,1,"[CUL5, PCBD1, NOS2, CUL3]"
C440,4,3,1,"[LNX1, PCBD1, CA8, DCUN1D1]"
C441,4,3,1,"[STUB1, NOS1, CFTR, PTPN6]"
C442,4,3,1,"[S100A7, CA8, CFTR, GGA2]"
C443,4,3,1,"[BDKRB1, CERS1, DRD2, LTB4R2]"
C444,4,3,1,"[ABHD4, NEK4, SEPHS2, UGT8]"
C445,4,3,1,"[MSI1, LOXL3, LTBP1, VPS26B]"
C446,4,3,1,"[SENP5, LOXL3, RPL23, EDEM1]"
C447,4,3,1,"[FOXH1, SMPD4, SRFBP1, FOXL2]"
C448,4,3,1,"[NUP153, SMPD4, FOXL1, NUP107]"
C449,4,3,1,"[FOXE1, SMPD4, FOXI2, FOXA3]"
C450,4,3,1,"[BRF2, SMPD4, TEAD2, ERBB2]"
C451,4,3,1,"[NME4, ACP6, BOLA3, DHX36]"
C452,4,3,1,"[DPP4, FAP, CAV1, PLAUR]"
C453,4,3,1,"[MSRB1, CLU, APOA1, LCAT]"
C454,4,3,1,"[ARHGAP11B, GPX1, HSCB, EXOSC2]"
C455,4,3,1,"[ABL1, GPX1, TXN, ARHGAP11B]"
C456,4,3,1,"[GSTO2, GPX4, OTUD5, OTUB1]"
C457,4,3,1,"[C5AR2, ABCA7, SORT1, SYNCRIP]"
C458,4,3,1,"[TFCP2, CA1, UPF3A, APOA1]"
C459,4,3,1,"[ANKRD13A, QDPR, APOA1, KIAA0754]"
C460,4,3,1,"[GLP1R, PIGG, NCR3LG1, ATP6V0E1]"
C461,4,3,1,"[ADGRE5, PIGG, ESR1, SERPINH1]"
C462,4,3,1,"[RC3H2, CYP19A1, NPLOC4, CD109]"
C463,4,3,1,"[PPP3R1, SMPD3, PPP3CA, RACK1]"
C464,4,3,1,"[ZNF318, CELA1, CCT2, BCOR]"
C465,4,3,1,"[CEP164, CELA1, HDAC3, KRBA1]"
C466,4,3,1,"[GLI3, CELA1, SIPA1L2, SMYD2]"
C467,4,3,1,"[TTC17, ENPP7, ERGIC2, CD109]"
C468,4,3,1,"[TUBB3, ENPP7, EPDR1, MKS1]"
C469,4,3,1,"[FXYD1, GCHFR, NEBL, SPINK2]"
C470,4,3,1,"[PUSL1, GCHFR, DOCK11, IRF2BP2]"
C471,4,3,1,"[POTEF, CELA3A, TUBB8, PPIP5K2]"
C472,4,3,1,"[MCM10, TPH1, DNAJC12, RFWD3]"
C473,4,3,1,"[GJA1, STS, CKAP4, CISD2]"
C474,4,3,1,"[LRRC8A, STS, TMEM214, RETREG2]"
C475,4,3,1,"[ATP11C, STS, SUMF1, ABCB8]"
C476,4,3,1,"[LYZL1, STS, SLC30A1, FUT8]"
C477,4,3,1,"[ZDHHC6, STS, GPHN, SIDT2]"
C478,4,3,1,"[FMR1, GBA, ZMYND11, ZCCHC8]"
C479,4,3,1,"[RNF20, GBA, JPH1, PATJ]"
C480,4,3,1,"[SCAMP3, GBA, ATP5PF, TOP3B]"
C481,4,3,1,"[RPS6KA3, GBA, ZFP91, RAB27B]"
C482,4,3,1,"[MTMR2, SEPSECS, CPPED1, COP1]"
C483,4,3,1,"[ABLIM1, SEPSECS, LZTFL1, SOX2]"
C484,4,3,1,"[ZBTB25, SEPHS1, HLX, QRICH1]"
C485,4,3,1,"[FAN1, PLEKHA8, CDKN2A, PLEKHA8P1]"
C486,4,3,1,"[NAE1, TXNRD1, UBXN1, TUBA4A]"
C487,4,3,1,"[POU2F2, TXNRD1, APEX1, TRIM25]"
C488,4,3,1,"[CDO1, TXNRD1, RP2, TXNRD2]"
C489,4,3,1,"[MRPL44, GBA2, PPFIA1, BAG5]"
C490,4,3,1,"[ILVBL, GBA2, LAMTOR5, AFG3L2]"
C491,4,3,1,"[GAK, GPX7, SH3GL1, PLPBP]"
C492,4,3,1,"[LYRM4, GPX7, THYN1, THNSL1]"
C493,4,3,1,"[EIF2AK2, GPX7, C1orf52, SNX1]"
C494,4,3,1,"[ZG16B, GPX7, ZC3HAV1L, CHMP1A]"
C495,4,3,1,"[HTR2C, CERS5, P2RY12, CD83]"
C496,4,3,1,"[POLG2, ALDH6A1, ALDH8A1, ALDH2]"
C497,4,3,1,"[TM2D2, PIGM, CHRM4, CNDP1]"
C498,4,3,1,"[SLC22A9, PIGW, IPPK, SLC2A12]"
C499,4,3,1,"[SLC7A1, PIGW, YIPF3, SLC39A4]"
C500,4,3,1,"[NSG2, ASAH1, SLCO6A1, ZSCAN12]"
C501,4,3,1,"[TRMT2A, ASAH1, HTATIP2, GLT1D1]"
C502,4,3,1,"[PNKD, ASAH1, CYP1A2, GSG1]"
C503,4,3,1,"[AAMP, ASAH1, AAGAB, TBC1D22B]"
C504,4,3,1,"[CCDC51, GM2A, SSBP4, KIR3DS1]"
C505,4,3,1,"[LOXL4, SEPHS2, ENDOV, NEK4]"
C506,4,3,1,"[CST7, GALC, ESS2, TMEM51]"
C507,4,3,1,"[OTUD6B, GALC, NCOA5, EEF2KMT]"
C508,4,3,1,"[CLEC11A, GALC, HIST1H1C, IER2]"
C509,4,3,1,"[FCF1, SULT2B1, GMCL1, SULT1A1]"
C510,4,3,1,"[FBXL4, SELENBP1, MAS1, RAB11FIP4]"
C511,4,3,1,"[HOOK1, SELENBP1, LACC1, SETDB2]"
C512,4,3,1,"[SMARCD1, SELENBP1, MMACHC, KIF3A]"
C513,4,3,1,"[FLYWCH2, SELENBP1, RAB11B, TBC1D14]"
C514,4,3,1,"[OAZ3, SELENBP1, OFCC1, IL31RA]"
C515,4,3,1,"[GDF5, SELENBP1, FOXP2, GPBP1]"
C516,4,3,1,"[DOLPP1, SELENBP1, B3GALNT1, SGO2]"
C517,4,3,1,"[TRDN, UGT8, ADPGK, PTCH1]"
C518,4,3,1,"[HSD11B1, UGT8, HMOX2, HMOX1]"
C519,4,3,1,"[PON2, UGT8, LMAN2L, ADRA1A]"
C520,4,3,1,"[ATXN2, CELA2B, MRM2, RPUSD2]"
C521,4,3,1,"[MRE11, CELA2B, C16orf70, NBN]"
C522,4,3,1,"[USP1, CERK, RBM26, WDR43]"
C523,4,3,1,"[EIF4ENIF1, CERK, NOP16, APOL2]"
C524,4,3,1,"[BUB1B, CERK, RPS14, DDX23]"
C525,4,3,1,"[CCDC174, CERK, SPG7, TBC1D22A]"
C526,4,3,1,"[RAD18, CERK, HLTF, CELF1]"
C527,4,3,1,"[ALDH18A1, CERK, GMNN, HAVCR2]"
C528,4,3,1,"[IL20RA, CERK, TNFRSF9, KCTD17]"
C529,4,3,1,"[CCNDBP1, CERK, ILKAP, U2AF2]"
C530,4,3,1,"[FHOD1, SUOX, CES3, SPANXN3]"
C531,4,3,1,"[TNPO2, CA14, MTOR, EVA1B]"
C532,4,3,1,"[SLC38A7, CA14, EIF2B5, EXOC6B]"
C533,4,3,1,"[COG4, CA14, NCAPH2, EIF2B2]"
C534,4,3,1,"[NF1, CA14, SAAL1, EXOC5]"
C535,4,3,1,"[SLC22A18, CA14, LTN1, THADA]"
C536,4,3,1,"[CIP2A, CA14, ATR, COG7]"
C537,4,3,1,"[KIF14, CA14, EXOC7, RANBP6]"
C538,4,3,1,"[EIF2B1, CA14, EIF2B3, XPO4]"
C539,4,3,1,"[COG2, CA14, EIF2B4, XPO6]"
C540,4,3,1,"[VAMP3, ENPP6, MEX3B, STEAP3]"
C541,4,3,1,"[GLMN, ENPP6, RUNDC1, MKS1]"
C542,4,3,1,"[GNPAT, ENPP6, NDUFB3, STX7]"
C543,4,3,1,"[SACS, ENPP6, NDUFB9, SCAMP1]"
C544,4,3,1,"[ZBTB33, ENPP6, CRLF3, SLC26A6]"
C545,4,3,1,"[CAV2, DHCR24, APP, NDUFAF4]"
C546,4,3,1,"[ATP6V0D1, DHCR24, FUNDC2, LUZP1]"
C547,4,3,1,"[ERAP1, DHCR24, CISD3, CKAP5]"
C548,4,3,1,"[USE1, MGLL, SPATA46, HPCAL1]"
C549,4,3,1,"[EZH2, LOXL2, MARCKSL1, LYZL2]"
C550,4,3,1,"[WNT7A, LOXL2, PSG8, IDS]"
C551,4,3,1,"[TINAGL1, LOXL2, ADAMTS4, IL12RB1]"
C552,4,3,1,"[KLK11, LOXL2, KLK5, TAZ]"
C553,4,3,1,"[BACE2, CD1E, FNDC3A, POMT1]"
C554,4,3,1,"[STIM1, CD1E, DPAGT1, SEMA4F]"
C555,4,3,1,"[MAN2A2, CD1E, C1QL1, PLXNA2]"
C556,4,3,1,"[SUSD5, CD1E, TMEM67, ANKRD46]"
C557,4,3,1,"[RGS1, ACACB, STK25, HLCS]"
C558,4,3,1,"[EPPIN, LTF, POLL, SGK1]"
C559,4,3,1,"[MUC7, LTF, HBM, SNX27]"
C560,4,3,1,"[ZNF250, LTF, DDX31, SIRPG]"
C561,4,3,1,"[CCDC148, LTF, FN3KRP, ICE2]"
C562,4,3,1,"[LYZ, LTF, PIGA, NAGK]"
C563,4,3,1,"[FDX1, CYP11A1, SMAD9, SMAD3]"
C564,4,3,1,"[CTNNA1, CA9, CTNNB1, SLC3A2]"
C565,4,3,1,"[KRTAP6-1, PLSCR4, MRGBP, FBLN1]"
C566,4,3,1,"[ZDHHC17, PLSCR4, ALG13, MTUS2]"
C567,4,3,1,"[STAR, LIPE, FABP9, FABP4]"
C568,4,3,1,"[PLIN1, LIPE, CAVIN1, PLIN2]"
C569,4,3,1,"[UQCRC1, SOAT1, VNN2, NDUFS1]"
C570,4,3,1,"[TERF1, SOAT1, UBIAD1, RTN4R]"
C571,4,3,1,"[CARNMT1, SOAT1, ADAM33, ILF2]"
C572,4,3,1,"[FAM187B, SOAT1, TMPRSS12, TSPAN5]"
C573,4,3,1,"[ASGR2, SOAT1, LYPD6, RNF11]"
C574,4,3,1,"[PRKN, AGK, COQ9, CUL3]"
C575,4,3,1,"[AP3S1, AGK, TIMM10, RAB18]"
C576,4,3,1,"[HCCS, AGK, TIMM10B, TIMM29]"
C577,4,3,1,"[LRRC32, SMPD2, PCDHGA5, PCDHB16]"
C578,4,3,1,"[ANAPC10, SMPD2, TMED6, PLVAP]"
C579,4,3,1,"[FNTB, SMPD2, TMEM30A, MTHFR]"
C580,4,3,1,"[TMEM173, SGPL1, TRIM9, TMEM206]"
C581,4,3,1,"[MED21, SGPL1, CACNG5, ESR1]"
C582,4,3,1,"[IL13RA2, SGPL1, P2RX1, ISLR]"
C583,4,3,1,"[TRARG1, SGPL1, VSIG4, BAD]"
C584,4,3,1,"[KDM3B, TH, RELL1, MTFR2]"
C585,4,3,1,"[TAOK2, TH, ZBTB34, DNAJC12]"
C586,4,3,1,"[NFIC, TH, YWHAZ, TAB1]"
C587,4,3,1,"[NCOA1, RORA, NME2, NR0B1]"
C588,4,3,1,"[NCOA2, RORA, MED1, MYOD1]"
C589,4,3,1,"[NME1, RORA, FOXP3, RUVBL1]"
C590,4,3,1,"[TMPRSS11B, NPC2, CFB, HK3]"
C591,4,3,1,"[RRAGA, NPC2, LDB3, NPC1]"
C592,4,3,1,"[DHDDS, NPC2, NEDD4L, LRP1]"
C593,4,3,1,"[CREB5, EFEMP2, RIBC2, AQP1]"
C594,4,3,1,"[PIDD1, EFEMP2, ATXN1, CCNK]"
C595,4,3,1,"[ZNF263, EFEMP2, GLRX3, FAM107A]"
C596,4,3,1,"[CATSPER1, EFEMP2, AMMECR1, RHPN1]"
C597,4,3,1,"[PRPF31, EFEMP2, ZNF426, FAM124B]"
C598,4,3,1,"[LINGO1, EFEMP2, TCAF1, CCND3]"
C599,4,3,1,"[HHEX, EFEMP2, STK16, UBQLN1]"
C600,4,3,1,"[IL16, EFEMP2, RHOXF2, CCDC33]"
C601,4,3,1,"[SLC20A1, UGCG, TNFRSF10A, PTGIR]"
C602,4,3,1,"[TNFRSF10B, UGCG, CD83, RTN1]"
C603,4,3,1,"[PACSIN2, COL4A3BP, FTL, ACTL8]"
C604,4,3,1,"[RTN3, COL4A3BP, POM121, RTN4]"
C605,4,3,1,"[ARL6IP1, COL4A3BP, EYA1, RUFY1]"
C606,4,3,1,"[MARK1, COL4A3BP, MARK3, TRAF7]"
C607,4,3,1,"[EXOSC3, COL4A3BP, MARK2, ITGB3BP]"
C608,4,3,1,"[CSNK1G2, COL4A3BP, PNMA2, NAP1L5]"
C609,4,3,1,"[PRG2, FBN2, ELN, LYPD4]"
C610,4,3,1,"[ADAMTSL1, FBN2, TAFA3, PRG3]"
C611,4,3,1,"[FOXD4L6, FBN2, MATN2, MFAP5]"
C612,4,3,1,"[FECH, MCCC1, TUFM, NPB]"
C613,4,3,1,"[SUCLA2, MCCC1, METTL2A, FOXRED1]"
C614,4,3,1,"[STK4, ACACA, PSMB7, RIOK2]"
C615,4,3,1,"[TMEM70, MCCC1, ECH1, OXCT2]"
C616,4,3,1,"[GCAT, MCCC1, CUL4B, MAIP1]"
C617,4,3,1,"[CYB5B, MCCC2, UBASH3B, RECK]"
C618,4,3,1,"[CLEC5A, PIGU, F2RL1, SLC6A15]"
C619,4,3,1,"[LRRK2, CA2, USP42, SLC4A1]"
C620,4,3,1,"[SLC9A1, CA2, HSPD1, CUL4A]"
C621,4,3,1,"[ARHGEF11, ABCA1, DLG3, LIN7B]"
C622,4,3,1,"[DLG2, ABCA1, ARHGEF12, STX12]"
C623,4,3,1,"[CDC42, ABCA1, XPC, FADD]"
C624,4,3,1,"[UTRN, ABCA1, NR1H2, SNTB1]"
C625,4,3,1,"[SNTB2, ABCA1, APOA1, DNTT]"
C626,4,3,1,"[YIPF5, PIGS, PPM1A, DNAJC8]"
C627,4,3,1,"[MYH6, PIGS, MICALL2, SF3A2]"
C628,4,3,1,"[CNTROB, PIGS, FBXO6, NOTCH2NLA]"
C629,4,3,1,"[DOCK8, NSMAF, MAP1LC3A, CCT7]"
C630,4,3,1,"[XIRP2, NSMAF, KBTBD7, MAP1LC3B]"
C631,4,3,1,"[TCHH, NSMAF, SELENBP1, PREP]"
C632,4,3,1,"[DSG4, NSMAF, HEPHL1, CALHM4]"
C633,4,3,1,"[LYG2, NSMAF, DUSP14, HEXIM1]"
C634,4,3,1,"[GABARAPL1, NSMAF, CCT2, PKP3]"
C635,4,3,1,"[GPR50, TACR1, LPCAT3, NDUFC2]"
C636,4,3,1,"[SLC25A46, TACR1, RGPD1, GPR89A]"
C637,4,3,1,"[ATP5PB, TACR1, TSPAN15, RDH14]"
C638,4,3,1,"[COX1, TACR1, CAV1, ARL6IP5]"
C639,4,3,1,"[SYNGR2, TACR1, KIRREL1, CERS2]"
C640,4,3,1,"[SLMAP, TACR1, GPRC5C, NDUFS6]"
C641,4,3,1,"[PRXL2A, TACR1, TMEM164, YIPF3]"
C642,4,3,1,"[MFSD5, TACR1, LMBRD2, ADIPOR1]"
C643,4,3,1,"[PKP4, TACR1, ARVCF, HACD2]"
C644,4,3,1,"[PKP2, TACR1, ATP12A, TAC1]"
C645,4,3,1,"[TRAPPC2L, GLB1, H2AFX, TRAPPC5]"
C646,4,3,1,"[YPEL5, GLB1, MEPCE, TRAPPC2]"
C647,4,3,1,"[CTSA, GLB1, CTNNBIP1, RORC]"
C648,4,3,1,"[TRAPPC10, GLB1, FZR1, MAP11]"
C649,4,3,1,"[DNAJB4, GLB1, TRAPPC3, SFXN5]"
C650,4,3,1,"[KLHDC9, GLB1, TRAPPC1, TRAPPC4]"
C651,4,3,1,"[TRAPPC6B, GLB1, KHK, TRAPPC9]"
C652,4,3,1,"[RHOC, GLB1, NEU1, ATP6AP2]"
C653,4,3,1,"[HTR2A, CNR1, GNAI1, ADORA2A]"
C654,4,3,1,"[F3, PLG, F10, C7]"
C655,4,3,1,"[HMGB1, OCRL, S100A9, SNX33]"
C656,4,3,1,"[LAMA1, PLG, LAMA5, MARVELD2]"
C657,4,3,1,"[APOH, PLG, SPARC, SERPINF2]"
C658,4,3,1,"[ENO1, CFTR, BSG, PPP1R12A]"
C659,4,3,1,"[IGFBP3, TF, TFR2, GAST]"
C660,4,3,1,"[CYP2S1, TXNRD2, PPP1R3C, PNPLA2]"
C661,4,3,1,"[FOXR2, TXNRD2, NCOR1, NDUFA13]"
C662,4,3,1,"[QSOX2, CD1B, GHITM, GAS6]"
C663,4,3,1,"[CHPT1, CD1B, AMIGO1, TOR1B]"
C664,4,3,1,"[ATP2B3, CD1B, ULBP3, NRSN2]"
C665,4,3,1,"[ITPRIP, CD1B, FCGRT, GALNT12]"
C666,4,3,1,"[ADAMTS2, CD1B, ADAM9, PODXL2]"
C667,4,3,1,"[ECEL1, CD1B, TNFSF9, DHFR2]"
C668,4,3,1,"[BTN2A2, CD1B, LRP11, ASPHD2]"
C669,4,3,1,"[ITFG1, CD1B, PCYOX1L, FKRP]"
C670,4,3,1,"[TGM2, CFTR, TPM1, MYO1B]"
C671,4,3,1,"[DPT, LOX, MAD2L2, SOX2]"
C672,4,3,1,"[CTSB, SPHK1, PPM1G, DHPS]"
C673,4,3,1,"[DCXR, SPHK1, TRAF6, FHL2]"
C674,4,3,1,"[CCDC82, TF, EDIL3, MATN3]"
C675,4,3,1,"[UTP3, TF, SYT17, STPG2]"
C676,4,3,1,"[GLRA2, TF, SLC38A6, SH2D4A]"
C677,4,3,1,"[IL6ST, IL6, SORT1, IL6R]"
C678,4,3,1,"[NOP10, BCHE, ENTPD5, SCGB1D1]"
C679,4,3,1,"[NAF1, BCHE, SCGB1D4, LOXL1]"
C680,4,3,1,"[ACTN3, BCHE, DKC1, WASL]"
C681,4,3,1,"[SHTN1, BCHE, MANEAL, ENAH]"
C682,4,3,1,"[PALLD, BCHE, ASPH, SLAMF1]"
C683,4,3,1,"[WSB1, DIO2, USP20, MARCH6]"
C684,4,3,1,"[GNAQ, FGB, HDGFL2, GTF2F1]"
C685,4,3,1,"[LSM1, FGB, RPRD1A, RSL1D1]"
C686,4,3,1,"[SYAP1, FGB, CALR, EIF3J]"
C687,4,3,1,"[CTNNBL1, FGB, BLVRB, HSP90AA4P]"
C688,4,3,1,"[EEF1A2, FGB, PIR, TBC1D24]"
C689,4,3,1,"[VRK1, FGB, UBLCP1, EIF2A]"
C690,4,3,1,"[DENR, FGB, GNL1, RPRD1B]"
C691,4,3,1,"[SNX3, FGB, UBE2T, SBDS]"
C692,4,3,1,"[SNX6, FGB, PMVK, DIS3]"
C693,4,3,1,"[ADK, FGB, KIF2A, LZIC]"
C694,4,3,1,"[ITPA, FGB, SLK, PYM1]"
C695,4,3,1,"[GPKOW, FGB, LETM1, NAA50]"
C696,4,3,1,"[ETF1, FGB, ARMT1, PBK]"
C697,4,3,1,"[ARHGAP1, FGB, HMGCS1, PNPO]"
C698,4,3,1,"[CTH, FGB, OTUB1, ATG3]"
C699,4,3,1,"[PCDH7, ABCG2, SYNPO, PIM1]"
C700,4,3,1,"[LYN, GP6, HIST3H3, YES1]"
C701,4,3,1,"[ALB, CA8, CRX, PKP1]"
C702,4,3,1,"[SERPINA5, F2, GP1BA, F2R]"
C703,4,3,1,"[SERPINB6, F2, CPB2, F5]"
C704,4,3,1,"[SERPINC1, F2, SERPIND1, THBD]"
C705,4,3,1,"[PIKFYVE, LCAT, A2M, APOA1]"
C706,4,3,1,"[GABBR2, DDIT3, MAFG, FOSL1]"
C707,4,3,1,"[G3BP1, DDIT3, MAPK14, JUND]"
C708,4,3,1,"[NFE2L2, DDIT3, ATF7, RTL6]"
C709,4,3,1,"[SPOP, DDIT3, FOSL2, ATF2]"
C710,4,3,1,"[JUNB, DDIT3, BACH1, DBP]"
C711,4,3,1,"[HLF, DDIT3, CREB3, NFIL3]"
C712,4,3,1,"[CEBPE, DDIT3, BATF3, RPS3A]"
C713,4,3,1,"[ATF4, DDIT3, BATF, CEBPG]"
C714,4,3,1,"[JUN, DDIT3, CEBPA, ATF3]"
C715,4,3,1,"[CEBPB, DDIT3, FOS, CUL3]"
C716,4,3,1,"[HIST1H2BH, OCRL, S100A8, GRB2]"
C717,4,3,1,"[APPL1, OCRL, RAC1, RAB31]"
C718,4,3,1,"[EIF3C, OCRL, RAB11A, HERC2]"
C719,4,3,1,"[GTSE1, OCRL, IL1R2, INPP5B]"
C720,4,3,1,"[RAB6B, OCRL, C16orf70, SNX9]"
C721,4,3,1,"[RAB1B, OCRL, PHETA2, RAB8A]"
C722,4,3,1,"[RAB6A, OCRL, RAB1A, AP2S1]"
C723,4,3,1,"[TKTL2, FBLN5, DNAJC10, ZNF331]"
C724,4,3,1,"[HS3ST2, PIGA, CD79B, DPEP1]"
C725,4,3,1,"[THBS2, PIGA, CCDC107, KCNS3]"
C726,4,3,1,"[TRAF1, PIGA, EVA1C, FAM189B]"
C727,4,3,1,"[IL17RC, PIGQ, GDPD5, DPEP1]"
C728,4,3,1,"[TMCO3, PIGQ, TNFSF13B, SMAD1]"
C729,4,3,1,"[GPR156, SLC4A7, EPB42, SLC4A8]"
C730,4,3,1,"[IZUMO1, SLC4A7, GDE1, RASD2]"
C731,4,3,1,"[EGFL8, SLC4A7, LGALS9C, FOXD4]"
C732,4,3,1,"[ICMT, PCCA, LAMP3, TTC1]"
C733,4,3,1,"[RARS2, PCCA, IP6K3, YBEY]"
C734,4,3,1,"[GUCY1B1, NOS3, AKT1, NOSTRIN]"
C735,4,3,1,"[HRG, FGA, FAM20C, MIS12]"
C736,4,3,1,"[CTSL, APOA1, APOC3, C1QC]"
C737,4,3,1,"[MOCOS, APOA1, TEX101, PDE4B]"
C738,4,3,1,"[SPEF2, APOA1, TXNDC2, SERTAD3]"
C739,4,3,1,"[FAM169A, APOA1, MIS12, TNS3]"
C740,4,3,1,"[FAM83C, APOA1, PTPN5, CNMD]"
C741,4,3,1,"[NLRP1, APOA1, SETX, KRT16]"
C742,4,3,1,"[SMPDL3A, APOA1, KRT9, RRP1B]"
C743,4,3,1,"[NDRG1, APOA1, LBP, MAP7D1]"
C744,4,3,1,"[APOL1, APOA1, CMTM5, GPLD1]"
C745,4,3,1,"[SCARB1, APOA1, GOT1L1, ZNF558]"
C746,4,3,1,"[APOA2, APOA1, APOC1, LCAT]"
C747,4,3,1,"[DUSP4, CAD, TAB2, ABI1]"
C748,4,3,1,"[MAP2K3, CAD, MTMR11, RIPK3]"
C749,4,3,1,"[CSK, CAD, MAP3K1, VAV1]"
C750,4,3,1,"[SOCS1, CAD, SRC, TNFRSF1B]"
